Posto,Município,Região,Normal (mm),Observado (mm),Desvio (%)
SITIO FAVEIRA,São Benedito,IBIAPABA,675.3,772.2,14.4
ICOZINHO,Icó,JAGUARIBANA,498.4,772.2,55
LAGOA DO PORCO,Madalena,SERTAO CENTRAL E INHAMUNS,0,771.5,0
JAGUARUANA,Jaguaruana,JAGUARIBANA,703.2,770.5,9.6
MACARAU,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,770.2,0
CRUZ,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,435.4,768,76.4
PORTEIRAS,Porteiras,CARIRI,816.6,767.6,-6
CANINDE,Canindé,SERTAO CENTRAL E INHAMUNS,597.5,766,28.2
PENAFORTE,Penaforte,CARIRI,579,760.7,31.4
AC. JOAQUIM TAVORA,Jaguaribe,JAGUARIBANA,45.5,760.6,1570.4
ARARIPE,Araripe,SERTAO CENTRAL E INHAMUNS,695.4,755.1,8.6
IPAPORANGA,Ipaporanga,IBIAPABA,678.9,754.2,11.1
PASSAGEM - FOGAREIRO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,557.7,754.2,35.2
CAIXA,Acopiara,SERTAO CENTRAL E INHAMUNS,722.3,754,4.4
FEITICEIRO,Jaguaribe,JAGUARIBANA,537.5,750.2,39.6
IRAPUA,Crateús,SERTAO CENTRAL E INHAMUNS,446.3,749.6,68
SENADOR POMPEU,Senador Pompeu,SERTAO CENTRAL E INHAMUNS,754.5,749.5,-0.7
MOMBACA,Mombaça,SERTAO CENTRAL E INHAMUNS,766.1,746.9,-2.5
NOVA OLINDA,Nova Olinda,CARIRI,885.3,746.2,-15.7
ARUARU,Morada Nova,JAGUARIBANA,521.8,745.6,42.9
SANTANA DO CARIRI,Santana do Cariri,CARIRI,898.8,744.4,-17.2
IBICUA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,726.7,744,2.4
BAIXA FRIA,Canindé,SERTAO CENTRAL E INHAMUNS,0,743,0
AÇUDE VIEIRAO,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,743,0
SITIO LIMA,São João do Jaguaribe,JAGUARIBANA,0,742.7,0
BREJINHO,Araripe,SERTAO CENTRAL E INHAMUNS,631.2,742,17.6
SAO MIGUEL,Quixeramobim,SERTAO CENTRAL E INHAMUNS,621.8,742,19.3
MILHA,Milhã,SERTAO CENTRAL E INHAMUNS,725.8,741,2.1
SITIO CANTO,Umari,CARIRI,739.4,740.8,0.2
JAGUARETAMA,Jaguaretama,JAGUARIBANA,875.3,739,-15.6
RUSSAS,Russas,JAGUARIBANA,731.8,734.8,0.4
ASSARE,Assaré,SERTAO CENTRAL E INHAMUNS,688.2,734.4,6.7
QUIXERE,Quixeré,JAGUARIBANA,671.5,730.4,8.8
UMARI,Umari,CARIRI,777,727.5,-6.4
QUIXABINHA,Mauriti,CARIRI,334.9,727,117.1
BOM NOME,Aiuaba,SERTAO CENTRAL E INHAMUNS,546.5,725.8,32.8
NOVO ASSIS,Parambu,SERTAO CENTRAL E INHAMUNS,417.7,725.6,73.7
LISIEUX,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,725,0
NOVA BETANIA,Nova Russas,IBIAPABA,760.2,721,-5.2
BAIXIO DE DONANA,Jucás,CARIRI,708.8,720.6,1.7
IBIAPABA,Crateús,SERTAO CENTRAL E INHAMUNS,639.9,718,12.2
BELEM,Crateús,SERTAO CENTRAL E INHAMUNS,0,718,0
BETANIA,Hidrolândia,IBIAPABA,672,716.1,6.6
CRIOULAS,Pereiro,JAGUARIBANA,609,715,17.4
JAGUARIBE,Jaguaribe,JAGUARIBANA,727.1,711.9,-2.1
RIACHO VERDE,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,710.8,0
ARISCO DOS MARIANOS,Ocara,MACICO DE BATURITE,622.1,707.6,13.8
POTENGI,Potengi,SERTAO CENTRAL E INHAMUNS,682.9,705.5,3.3
FAZENDA TAPUIO,Crateús,SERTAO CENTRAL E INHAMUNS,0,705,0
FAZENDA NOVA,Aiuaba,SERTAO CENTRAL E INHAMUNS,488.2,702.5,43.9
PALHANO,Palhano,JAGUARIBANA,718.3,697,-3
SAO JOAQUIM,Itapajé,LITORAL DE PECEM,533.9,696.7,30.5
FAZENDA VARZEA ALEGRE,Madalena,SERTAO CENTRAL E INHAMUNS,591.9,696.4,17.7
RINARÉ,Banabuiú,JAGUARIBANA,354.8,696,96.2
SAO BERNARDO,Canindé,SERTAO CENTRAL E INHAMUNS,0,692.5,0
RANCHO AGUA FRIA,Ibiapina,IBIAPABA,0,691,0
VILA ALECRIM,Potengi,SERTAO CENTRAL E INHAMUNS,0,691,0
SAO MONTE ALEGRE,Tamboril,SERTAO CENTRAL E INHAMUNS,554.5,690,24.4
ENCANTADO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,564.6,689.5,22.1
IBUGUACU,Granja,LITORAL NORTE,715,689.3,-3.6
DEP. IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,SERTAO CENTRAL E INHAMUNS,790.5,688,-13
FIGUEIREDO,Catarina,SERTAO CENTRAL E INHAMUNS,0,688,0
FAZENDA BOA VISTA,Itapiúna,MACICO DE BATURITE,0,686.5,0
CHAPADA DO ALEGRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,681,0
PARAMBU,Parambu,SERTAO CENTRAL E INHAMUNS,722.3,680.5,-5.8
ALTANEIRA,Altaneira,CARIRI,821.3,680,-17.2
ICO,Icó,JAGUARIBANA,767.7,679.6,-11.5
SITIO CHAPADINHA,São Benedito,IBIAPABA,0,676.4,0
FAZENDA CORISCO,Tauá,SERTAO CENTRAL E INHAMUNS,0,676,0
SANTO ANTONIO DA PINDOBA,Ibiapina,IBIAPABA,0,674.6,0
QUITERIANOPOLIS,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,699.1,674,-3.6
TRES BODEGAS,Icó,JAGUARIBANA,605,672,11.1
CASCUDO,Icó,JAGUARIBANA,681.6,669,-1.9
ACUDE TIGRE,Solonópole,SERTAO CENTRAL E INHAMUNS,0,669,0
SACO DO BELEM,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,236.5,667.5,182.2
BORGES,Jaguaruana,JAGUARIBANA,478.7,664,38.7
SANTA TEREZINHA,Crateús,SERTAO CENTRAL E INHAMUNS,446.8,664,48.6
UBAUNA,Coreaú,IBIAPABA,598.2,663.6,10.9
EIXAO 2,Morada Nova,JAGUARIBANA,0,660.1,0
ACOPIARA,Acopiara,SERTAO CENTRAL E INHAMUNS,744,659,-11.4
LACERDA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,522.6,658,25.9
DOMINGOS DA COSTA,Boa Viagem,SERTAO CENTRAL E INHAMUNS,488.4,656,34.3
CAJAZERINHA,Umari,CARIRI,0,653,0
GUASSUSSE,Orós,JAGUARIBANA,0,653,0
CATARINA,Catarina,SERTAO CENTRAL E INHAMUNS,689.4,652,-5.4
BOA VISTA,Mombaça,SERTAO CENTRAL E INHAMUNS,523.6,650.7,24.3
PINDOGUABA,Tianguá,IBIAPABA,523.2,648,23.9
SITIO QUENQUELERE,Potengi,SERTAO CENTRAL E INHAMUNS,0,648,0
SABONETE,Madalena,SERTAO CENTRAL E INHAMUNS,0,647,0
ASSENTAMENTO NOVO CANAA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,646.7,0
CARNAUBINHA,Milhã,SERTAO CENTRAL E INHAMUNS,0,641.4,0
PIQUET CARNEIRO,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,730.9,639,-12.6
VARZEA NOVA,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,576.9,638.7,10.7
SANTO ANTôNIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,0,638,0
ALGODOES,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,410.9,636.5,54.9
AROEIRAS,Coreaú,IBIAPABA,603.6,636,5.4
MUCAMBO,Mucambo,IBIAPABA,1005.9,634,-37
AMONTADA,Amontada,LITORAL NORTE,631.1,630,-0.2
TAMBORIL,Tamboril,SERTAO CENTRAL E INHAMUNS,652.5,627,-3.9
AÇUDE EDSON QUEIROZ,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,622.6,0
ACUDE TRAPIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,734.8,622.4,-15.3
MADALENA,Madalena,SERTAO CENTRAL E INHAMUNS,587.4,620,5.6
RIACHO DO ALGODAO,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,618,0
LIMOEIRO,Guaraciaba do Norte,IBIAPABA,637.6,617.6,-3.1
OROS,Orós,JAGUARIBANA,808.4,617.4,-23.6
FECHADO,Catarina,SERTAO CENTRAL E INHAMUNS,0,617.2,0
ASSENTAMENTO PAPEL,Paramoti,LITORAL DE PECEM,0,616,0
IBICUITINGA,Ibicuitinga,JAGUARIBANA,705.7,615,-12.9
GUARIBAS,Acopiara,SERTAO CENTRAL E INHAMUNS,565.7,606,7.1
CARNAUBAL,Carnaubal,IBIAPABA,638.1,604.6,-5.3
BARAO DE AQUIRAZ,Campos Sales,SERTAO CENTRAL E INHAMUNS,443.7,602.2,35.7
CAPITAO MOR,Pedra Branca,SERTAO CENTRAL E INHAMUNS,0,602.2,0
SITIO CATOLÉ DA PISTA,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,598.7,0
SITIO INHARE,São Benedito,IBIAPABA,0,594,0
VILA SANTO ANTONIO,Crateús,SERTAO CENTRAL E INHAMUNS,582.8,594,1.9
PORANGA,Poranga,IBIAPABA,582.4,591,1.5
ACUDE PIRABIBU,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,588,0
OLIVEIRA,Tamboril,SERTAO CENTRAL E INHAMUNS,542.9,587,8.1
IRAUCUBA,Irauçuba,LITORAL DE PECEM,456.7,581.8,27.4
MINEIROLANDIA,Pedra Branca,SERTAO CENTRAL E INHAMUNS,744.9,577,-22.5
SABOEIRO,Saboeiro,SERTAO CENTRAL E INHAMUNS,613.7,572.9,-6.7
CUSTODIO,Quixadá,SERTAO CENTRAL E INHAMUNS,576.1,572.2,-0.7
MARRUAS,Tauá,SERTAO CENTRAL E INHAMUNS,252.2,569.4,125.8
PAU FERRO,Madalena,SERTAO CENTRAL E INHAMUNS,306.7,568,85.2
IAPI,Independência,SERTAO CENTRAL E INHAMUNS,400.6,566,41.3
SANTANA,Poranga,IBIAPABA,440.2,560,27.2
SANTA TEREZA,Tauá,SERTAO CENTRAL E INHAMUNS,516.6,555.8,7.6
SITIO VARZEA REDONDA,Guaraciaba do Norte,IBIAPABA,547,555.6,1.6
PAUS BRANCOS,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,554,0
AIUABA,Aiuaba,SERTAO CENTRAL E INHAMUNS,572.7,551.7,-3.7
COMUNIDADE LEMOS,Pentecoste,LITORAL DE PECEM,669.3,550,-17.8
BAIXIO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,433.3,550,27
FAZ.BELO HORIZONTE,Tauá,SERTAO CENTRAL E INHAMUNS,0,550,0
ACUDE MADEIRO,Pereiro,JAGUARIBANA,0,548.1,0
MORRINHOS NOVOS,Guaraciaba do Norte,IBIAPABA,541.1,538.6,-0.5
SITIO MILHANS,Salitre,SERTAO CENTRAL E INHAMUNS,0,538.5,0
CEDRO,Aiuaba,SERTAO CENTRAL E INHAMUNS,435.8,538,23.4
ARATAMA,Assaré,SERTAO CENTRAL E INHAMUNS,658.1,532,-19.2
PALESTINA,Orós,JAGUARIBANA,707.9,527.8,-25.4
SANTA TEREZA,Croatá,IBIAPABA,567.3,524.4,-7.6
CAMPOS SALES,Campos Sales,SERTAO CENTRAL E INHAMUNS,567.9,514.5,-9.4
ALTAMIRA,Tauá,SERTAO CENTRAL E INHAMUNS,394.6,507.2,28.5
FAZENDA COQUE,Jaguaretama,JAGUARIBANA,733.4,502.2,-31.5
TAUA,Tauá,SERTAO CENTRAL E INHAMUNS,547,502,-8.2
SAO JOAO DO TRISSI,Tauá,SERTAO CENTRAL E INHAMUNS,471.4,499,5.9
MONTEIRO,Quiterianópolis,SERTAO CENTRAL E INHAMUNS,611.4,495,-19
ITAGUA,Campos Sales,SERTAO CENTRAL E INHAMUNS,397.3,494.7,24.5
ACUDE BATENTE,Ocara,MACICO DE BATURITE,0,493,0
JABURU,Independência,SERTAO CENTRAL E INHAMUNS,468.7,492.2,5
CARRAPATEIRAS,Tauá,SERTAO CENTRAL E INHAMUNS,451.6,487.4,7.9
EMATUBA,Independência,SERTAO CENTRAL E INHAMUNS,475.2,482,1.4
ESTACAO ECOLOGICA,Aiuaba,SERTAO CENTRAL E INHAMUNS,481.8,479.7,-0.4
FAZ.REALEZA,Independência,SERTAO CENTRAL E INHAMUNS,0,479.7,0
SAO JOSE DAS LONTRAS,Ipueiras,IBIAPABA,434,467.1,7.6
RECIFE,Independência,SERTAO CENTRAL E INHAMUNS,446.4,466,4.4
SITIO SEVERO,Jaguaribe,JAGUARIBANA,488.8,465.9,-4.7
EBRON,Acopiara,SERTAO CENTRAL E INHAMUNS,534.2,459,-14.1
ACUDE POCO DE PEDRAS,Campos Sales,SERTAO CENTRAL E INHAMUNS,0,456.6,0
ASSENTAMENTO MANDACARU,Irauçuba,LITORAL DE PECEM,0,448.1,0
LOGRADOURO,Independência,SERTAO CENTRAL E INHAMUNS,0,442,0
TRUSSU,Acopiara,SERTAO CENTRAL E INHAMUNS,686.1,441,-35.7
CASTANHAO,Alto Santo,JAGUARIBANA,664.5,440.9,-33.6
RIACHãO DE CIMA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,437,0
CROATA,Croatá,IBIAPABA,526.3,431,-18.1
ANTONINA DO NORTE,Antonina do Norte,SERTAO CENTRAL E INHAMUNS,633.2,430,-32.1
CACHOEIRA DE FORA,Arneiroz,SERTAO CENTRAL E INHAMUNS,438.2,429.4,-2
ACUDE SAO JOSE II,Piquet Carneiro,SERTAO CENTRAL E INHAMUNS,0,420,0
AC. RIACHO DO SANGUE,Solonópole,SERTAO CENTRAL E INHAMUNS,243.6,407,67.1
INDEPENDENCIA,Independência,SERTAO CENTRAL E INHAMUNS,579.4,394.6,-31.9
DOM MAURICIO,Quixadá,SERTAO CENTRAL E INHAMUNS,0,380.6,0
VILA ESCONDIDO,Potengi,SERTAO CENTRAL E INHAMUNS,0,377.5,0
SÍTIO SÃO PEDRO,Jaguaretama,JAGUARIBANA,529.3,364,-31.2
DESEJO,Independência,SERTAO CENTRAL E INHAMUNS,640.6,349.2,-45.5
MARRECAS,Tauá,SERTAO CENTRAL E INHAMUNS,480.2,329,-31.5
JORDAO,Sobral,LITORAL NORTE,940,326.1,-65.3
ANGICO,Cariús,CARIRI,767.3,316,-58.8
SITIO BAIXA GRANDE,Crateús,SERTAO CENTRAL E INHAMUNS,0,290,0
CARACARA,Sobral,LITORAL NORTE,459.7,285.1,-38
MANITUBA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,588.9,275,-53.3
SAO JOSE DO TORTO,Sobral,LITORAL NORTE,608.4,266.2,-56.2
AC. OROS,Orós,JAGUARIBANA,359.8,265.4,-26.2
MARARUPA,Mauriti,CARIRI,619.1,261,-57.8
NENELANDIA,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,256.8,0
APRAZIVEL,Sobral,LITORAL NORTE,531.5,233,-56.2
CACHOEIRA DO FOGO,Independência,SERTAO CENTRAL E INHAMUNS,458.6,208,-54.6
AC. AYRES DE SOUZA,Sobral,LITORAL NORTE,114.3,203.5,78
RAFAEL ARRUDA,Sobral,LITORAL NORTE,621.2,199.7,-67.9
ACUDE POTIRETAMA,Potiretama,JAGUARIBANA,0,183,0
BILHEIRA,Sobral,LITORAL NORTE,593.2,162.6,-72.6
PATOS,Sobral,LITORAL NORTE,0,159.3,0
PIEDADE,Boa Viagem,SERTAO CENTRAL E INHAMUNS,316.5,103,-67.5
PATOS,Morada Nova,JAGUARIBANA,635.9,86,-86.5
Fazenda pedra vermelha,Tauá,SERTAO CENTRAL E INHAMUNS,0,63.4,0
FAZENDA NAO ME DEIXE,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,0,55,0
BONFIM,Sobral,LITORAL NORTE,697.2,44.2,-93.7
FAZENDA NITEROI,Ibaretama,SERTAO CENTRAL E INHAMUNS,845.4,38,-95.5
POCO DA AREIA,Ubajara,IBIAPABA,475.3,31,-93.5
FAZENDA IEMEM,Mombaça,SERTAO CENTRAL E INHAMUNS,0,30,0
MESSEJANA,Fortaleza,LITORAL DE FORTALEZA,1200.1,26.6,-97.8
FAZENDA NOVA,Tamboril,SERTAO CENTRAL E INHAMUNS,0,20,0
FIGUEIREDO DO BRUNO,Jaguaruana,JAGUARIBANA,0,6,0
LIMA CAMPOS,Icó,JAGUARIBANA,182.5,3,-98.4
SITIO SAO PEDRO,Ipaumirim,CARIRI,0,N.I.,N.I.
POCO GRANDE,Jucás,CARIRI,565.1,N.I.,N.I.
SAO MIGUEL,Mauriti,CARIRI,730.6,N.I.,N.I.
TRAPIA,Forquilha,IBIAPABA,573.5,N.I.,N.I.
AC. FORQUILHA,Forquilha,IBIAPABA,362.1,N.I.,N.I.
FAZENDA BOM PASTOR,Coreaú,IBIAPABA,0,N.I.,N.I.
LAPA,Graça,IBIAPABA,0,N.I.,N.I.
DAMIAO,Ipu,IBIAPABA,0,N.I.,N.I.
MARRUAS DOS PAIVA,Ipu,IBIAPABA,0,N.I.,N.I.
AEROPORTO,São Benedito,IBIAPABA,0,N.I.,N.I.
TABAINHA,Tianguá,IBIAPABA,939.7,N.I.,N.I.
SÃO JOÃO,Ererê,JAGUARIBANA,831.2,N.I.,N.I.
TOME VIEIRA,Ererê,JAGUARIBANA,864.6,N.I.,N.I.
ICAPUI,Icapuí,JAGUARIBANA,942.3,N.I.,N.I.
PEIXE GORDO,Icapuí,JAGUARIBANA,717.4,N.I.,N.I.
SERRA DO OLHO D'ÁGUA,Icapuí,JAGUARIBANA,0,N.I.,N.I.
SAO JOAO DO JAGUARIBE,São João do Jaguaribe,JAGUARIBANA,705.7,N.I.,N.I.
CÓRREGO DO MACHADO,Jaguaruana,JAGUARIBANA,0,N.I.,N.I.
CARAUBAS,Alto Santo,JAGUARIBANA,480.6,N.I.,N.I.
AQUINOPOLES,Jaguaribe,JAGUARIBANA,657.6,N.I.,N.I.
CORREGO ESPERANÇA,Palhano,JAGUARIBANA,0,N.I.,N.I.
SITIO CAMPO LIMPO,Russas,JAGUARIBANA,0,N.I.,N.I.
BERRA BODE-ETS,Aquiraz,LITORAL DE FORTALEZA,1166.9,N.I.,N.I.
URUAU CARRAPICHO,Beberibe,LITORAL DE FORTALEZA,0,N.I.,N.I.
SITIOS NOVOS,Caucaia,LITORAL DE FORTALEZA,551.4,N.I.,N.I.
ESCOLA ECONOMISTA RUBENS,Caucaia,LITORAL DE FORTALEZA,0,N.I.,N.I.
ESCOLA CELINA SÁ MORAES,Caucaia,LITORAL DE FORTALEZA,0,N.I.,N.I.
ESCOLA MARIA DE LOURDES,Caucaia,LITORAL DE FORTALEZA,0,N.I.,N.I.
ESCOLA MARIA LUIZA,Caucaia,LITORAL DE FORTALEZA,0,N.I.,N.I.
ESCOLA NELY SALES GADELHA,Caucaia,LITORAL DE FORTALEZA,0,N.I.,N.I.
PATOS DOS LIBERATOS,Chorozinho,LITORAL DE FORTALEZA,438.3,0,-100
PACO MUNICIPAL,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
SEMAN,Itaitinga,LITORAL DE FORTALEZA,0,N.I.,N.I.
JUBAIA,Maranguape,LITORAL DE FORTALEZA,836.4,N.I.,N.I.
MUSEU RODOLFO TEOFILO,Maracanaú,LITORAL DE FORTALEZA,26.2,N.I.,N.I.
PARQUE SAO JOAO,Maracanaú,LITORAL DE FORTALEZA,0,N.I.,N.I.
ESCOLA PROF LUIZA TEODORO,Pacatuba,LITORAL DE FORTALEZA,0,N.I.,N.I.
MARAPONGA,Fortaleza,LITORAL DE FORTALEZA,0,N.I.,N.I.
FAZENDA SÃO DOMINGOS,Tururu,LITORAL DE PECEM,0,N.I.,N.I.
SÃO PEDRO DO GAVIÃO,Tururu,LITORAL DE PECEM,0,N.I.,N.I.
BOA VISTA DO CAXITORE,Irauçuba,LITORAL DE PECEM,211.6,N.I.,N.I.
MORAUJO,Moraújo,LITORAL NORTE,1041.2,N.I.,N.I.
ICARAI DE AMONTADA,Amontada,LITORAL NORTE,944.2,N.I.,N.I.
ARACATIARA,Amontada,LITORAL NORTE,621.6,0,-100
JATOBA,Camocim,LITORAL NORTE,816,N.I.,N.I.
SERROTA,Senador Sá,LITORAL NORTE,676.9,N.I.,N.I.
AEROPORTO(SOBRAL),Sobral,LITORAL NORTE,510,N.I.,N.I.
ARACATIACU,Sobral,LITORAL NORTE,487.1,N.I.,N.I.
CENTRO DE TREINAMENTO,Sobral,LITORAL NORTE,844.4,N.I.,N.I.
PATRIARCA,Sobral,LITORAL NORTE,681.9,N.I.,N.I.
SALGADO DOS MACHADOS,Sobral,LITORAL NORTE,667.3,N.I.,N.I.
CAMPANARIO,Uruoca,LITORAL NORTE,1000,N.I.,N.I.
SITIO FERNANDES,Aratuba,MACICO DE BATURITE,0,N.I.,N.I.
SAO JOSE,Barreira,MACICO DE BATURITE,923.2,N.I.,N.I.
CARRAPATEIRA,Guaiúba,MACICO DE BATURITE,770.5,N.I.,N.I.
BOTIJA,Guaramiranga,MACICO DE BATURITE,0,N.I.,N.I.
CARMELOPOLES,Campos Sales,SERTAO CENTRAL E INHAMUNS,662.1,N.I.,N.I.
BARRA,Aiuaba,SERTAO CENTRAL E INHAMUNS,395.2,N.I.,N.I.
FAZENDA MORADA NOVA,Acopiara,SERTAO CENTRAL E INHAMUNS,579.3,0,-100
Inhuporanga/Campos Belos,Caridade,SERTAO CENTRAL E INHAMUNS,331.8,N.I.,N.I.
SALITRE,Canindé,SERTAO CENTRAL E INHAMUNS,385.5,N.I.,N.I.
MONTE SINAI,Independência,SERTAO CENTRAL E INHAMUNS,429.5,N.I.,N.I.
JANDRANGOEIRA,Independência,SERTAO CENTRAL E INHAMUNS,340.6,N.I.,N.I.
MUQUEM,Independência,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FAZENDA CAJAZEIRA,Madalena,SERTAO CENTRAL E INHAMUNS,381,0,-100
SALGADINHO,Madalena,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
NOSSA SRA. DO LIVRAMENTO,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,418.2,N.I.,N.I.
BARREIROS,Monsenhor Tabosa,SERTAO CENTRAL E INHAMUNS,274,N.I.,N.I.
BARREIROS DE BAIXO,Potengi,SERTAO CENTRAL E INHAMUNS,384.7,N.I.,N.I.
SOP - Quixeramobim,Quixeramobim,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CHACARA CRAVO E ROSA,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
CAMPESTRE,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
SERRA DO BAIXIO DO MOCO,Salitre,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
FAZENDA MUTAMBA,Santa Quitéria,SERTAO CENTRAL E INHAMUNS,561.2,0,-100
CURATIS,Tamboril,SERTAO CENTRAL E INHAMUNS,474.2,N.I.,N.I.
ACUDE CARAO,Tamboril,SERTAO CENTRAL E INHAMUNS,0,N.I.,N.I.
ACUDE SAO JOSE I,Boa Viagem,SERTAO CENTRAL E INHAMUNS,0,0,0
AEROPORTO(CRATEUS),Crateús,SERTAO CENTRAL E INHAMUNS,559.5,N.I.,N.I.
FAZENDA GRACINHA,Crateús,SERTAO CENTRAL E INHAMUNS,540.4,N.I.,N.I.
BOM JESUS,Tauá,SERTAO CENTRAL E INHAMUNS,277,N.I.,N.I.
AC. VARZEA DO BOI,Tauá,SERTAO CENTRAL E INHAMUNS,361.7,0,-100
AC. FAVELAS,Tauá,SERTAO CENTRAL E INHAMUNS,292.3,N.I.,N.I.
AC. TRICI,Tauá,SERTAO CENTRAL E INHAMUNS,239,0,-100
